entity	label
be79546c-fbf0-4d5a-9f58-c1a4940220f4	zoonosis
9f98f6c1-5e95-4a12-83b5-20d05899af2f	epidemics prevention
3836ddb3-7771-4178-8c0c-f7f5d54f66d0	modeling of diseases spread
9894fffd-0c69-4cf6-a641-773609c23acd	pandemics
04031aa6-3d4a-4265-8571-0f34dd07fd76	influenza
93ce6799-5e30-4f28-ba78-c64eb2518a5a	coronaviruses
a8af30a7-a072-4fc2-9f86-785847580a8f	hepatitis C
1fbf2d03-d98a-4cf7-89a7-a72f96519c18	ebola
3e5e7f13-544d-4969-ad99-6ae6e410bbc2	HIV
09a71723-9801-4f1d-82da-324d219a4cdb	hepatitis B
391c6d9f-9472-4ce3-b7bf-8be268890959	crystallography
d925e630-54d5-47ec-b75f-e19e8caa8321	speleology
df0e48f3-3e23-47ff-93f3-26b87ae929dc	microseisms
82f334ac-32da-4b4b-a80c-8e1da60aba9b	plate tectonics
ebd8e792-52d4-4672-b7a5-b43a23330c69	igneous petrology
506c04ef-2bd1-464e-8017-db30eb140abc	sedimentary petrology
22429439-1f3e-4436-95f6-d8a51d2841f5	metamorphic petrology
8b521d68-67a3-484e-b8da-4bdf10504177	petrography
9979b1c4-8ef2-4734-b48e-48816c07bae2	climatic zones
e4f1674a-c71f-4cad-b99b-5461ed81d0a6	climatic changes
593cb318-4074-443e-b121-d6a613df997b	dendrochronology
dd511204-9264-4b2d-94ac-69482a1c630d	dendroclimatology
289f3526-d61f-4050-affc-0e8c007ac4ea	atmospheric pressure
09ad2d72-7da8-48dc-ae31-0b6b15bc1dc6	atmospheric circulation
e92b8f60-d91e-4d7f-81e7-37f9a13d1870	solar radiation
e141dbfe-d93c-48ed-8b57-46104de0c564	biosphera
44e74c12-5d9f-450a-9d64-95bab42c1434	troposphere
edd215c6-0ed9-4c86-8cb0-4f6504deb9f7	geographic information systems
9a97233b-9f0a-4644-9eb8-11ca048bca67	glacial geology
648e0249-8dd4-493a-8af5-efa21769a8f7	seismic loading
06dcbaff-8c1b-4063-be98-4915afa32a58	base isolation
f2f76d31-e245-4a1c-91a3-f3933471f9d3	sustainable building
7540f754-dbf8-4d6a-bbd2-2d70184870db	north atlantic oscillation
4a54085a-ff4f-4b91-b572-472262d210d5	el niño
c103d494-74ee-4654-ad31-ab2ff29f6ffc	atmospheric turbulence
eeb1b63a-179f-46c7-a683-28cfb6a6880e	electroporation
d9f6800b-e09b-4410-9175-89124455e692	fixed wireless network
4a677632-5b41-485a-8bf1-d9aae4c2da15	mobile network
08c42eeb-abe1-44ee-bf30-a29f39897f40	telecommunications networks
58469b0c-4ae0-4667-a734-2a7b0778e3f5	4G
43a8b6f2-6232-46b8-b75e-15767430e3a4	5G
cc4c298e-7c41-46b4-ac6c-6a2b71d476c5	data networks
0d96e774-3021-4d1d-a870-2d36b9392f4a	optical networks
7dc77768-bb18-4565-b7da-9d0de3cbbe63	mobile phones
d913bd42-e79c-46a7-8714-14f2a6a0d82f	radio technology
aa115772-abcd-4903-8750-31e7739e733e	fiber-optic network
eeb88fa8-7b5a-440f-a3c9-add16c6b5cd2	mobile radio
8d83b645-355f-4cf1-abf3-ce4cd3172c34	radio frequency
c9c42113-e376-4c76-a43a-a2643f8d3673	LiFi
abadc19a-13ab-4bc6-951b-8f12226b3e8b	cognitive radio
343f616b-a5b8-40fb-b6b8-21acc8f89b16	radar
36774969-7fa8-4bdf-a077-995b74a1c6aa	WiFi
87ff3577-527a-4a40-9c76-2f9d3075e2ba	satellite radio
c23291c8-1ff7-4311-9a03-c04e0047d1f4	bluetooth
e6820ed0-50d3-4c97-a717-e11c87768410	microwave technology
07a730ab-de3a-40bd-b8a6-03b325a7d50d	smart sensors
d171635a-b853-4c91-85bc-3b7cb9a21a78	optical sensors
49fe836e-8ea5-4748-b108-a9c8a8fabf46	biosensors
1de32ce8-df3d-4ba6-b298-eb425e87c67b	quantum computers
190c7945-b95c-42bb-b9de-961ac1c69cf0	computer processors
c2a8caf5-4ee8-43ff-a3cd-bae7430e4e18	supercomputers
8e10be55-2f93-43b7-8e09-9f0dec37591c	swarm robotics
88588cd0-1a03-43f2-bcc1-53bb24ebf5f7	soft robotics
6ec77859-f069-4eb2-9d70-3021ba5b325a	cognitive robots
f85a93ab-d8ab-4911-ab43-d65970ffed0c	autonomous robots
548cce3c-5211-46c4-a716-47af7eb50521	compressed sensing
8e811b59-5880-4418-91f3-e85ebed90a3e	home automation
db2570f8-5d0b-4a29-ae44-63edd72aa253	electric power distribution
1583cad3-15fd-4040-ac6a-0a0e51923e8a	electric power transmission
31e98cd3-2946-46d9-bc91-34b3e4b0728a	electric power generation
e9c2a3e8-feaf-461a-a6ea-9fce15e57dab	hydroelectricity
a77a1e7c-3056-4bdc-9678-3f02c4512f9c	solar energy
f58015a8-2f96-4d60-ab00-5b1be92f2b80	hybrid energy
4b5513b7-450c-4919-a145-7d16f5cd2cdc	hydrogen energy
707a943d-209a-417c-aab2-f71d82acf5f5	wind energy
3631ba39-93ae-4cb4-9b27-d4160065af77	geothermal energy
3ed53afc-0fa6-49e8-be2d-215044c9a85a	coal
a1843234-5874-4879-b082-a052a25d9dbd	petroleum
54ffbab2-92ff-49a8-8dc4-02c5a8b99d3c	natural gas
f23d8000-aab7-4a39-b8da-0271e43f736d	remanufacturing
17e1c13a-0c3d-45ed-ac46-30fa3e7e2bf5	recycling
6e57a330-1d52-4b05-bcbe-9b180e89c1fb	seismic risk management
0ddc0516-dd57-458a-9c1f-c1523dcce3bc	flood risk management
46fb9b5a-8493-4b52-86a4-43b7ba7d2387	age inequality
d7211835-274b-43bc-9917-59caa1768b8f	racial inequality
ba914e3a-d949-4377-9dec-172842c43011	gender inequality
d4b2e61b-1c32-4239-a9fe-5ec35e2855e9	folklore
4c711209-5434-4c40-9a9c-ac42ca338ea5	paleoanthropology
dbe8c8c7-29d5-428b-8210-05bf4d427497	deep learning
cbe8013b-7afd-4aa7-9fa8-6eb932965f0a	reinforcement learning
a33bb877-2385-45b7-bcd3-e83d372448fb	transfer learning
c785fbd6-7242-4926-8c84-d6f82b14cb75	supervised learning
1076b605-d9f3-4961-8dbe-dc9abc72b42b	unsupervised learning
c0a6a797-90c8-491e-b096-97d77cfbe561	semisupervised learning
537a6e3e-cb77-49f8-b946-e4ed9bee9954	facial recognition
a52ebc52-96e4-473c-9856-c510be5e797f	motion analysis
ea09ce79-b78c-45dd-8fb1-767de5ad3162	image recognition
03ba2800-ce81-400c-b0b4-c9d84c9f9976	object detection
e73474ef-aedf-47c4-8266-bb9e9dec2fc2	virtual reality
821a60d5-d21e-428d-bb57-3ce5e59cd3cf	system software
4b85aedb-f755-4e39-9c09-e387cc6ce3e1	simulation software
9de072f5-bfd6-488a-a281-c146729b9c84	video games
60478dbb-fdbb-45aa-9285-4e03d6ff25ae	web accessibility
4c414391-687c-4bbb-82a3-6e648af87349	science fiction
78a8da5a-99ca-4426-a884-33eaf080953d	essays
8441d6a8-aaf2-419f-b3a2-2b7babbeb83c	literary criticism
4711beeb-e331-419a-b1cb-78e9b6d357d7	polyhydroxyalkanoates
b4bcc1d3-fbba-44eb-a379-fffc207c179f	polylactic acid
e7e10b1f-0497-4793-8585-53ea781ba12a	multidrug resistance
54ca0648-4321-4706-912c-46955e303049	antibiotic resistance
575bee5a-7bf6-490b-a5cf-8980c5e3ac2f	antivirals
2ad97719-f178-4451-8311-022eb5a96b91	antibiotics
6425744b-69aa-491c-b0f3-92adb3351498	vaccines
dc6454bd-b806-4e0c-b15e-788698abd425	alzheimer
36cae4a3-78ba-4100-9c02-6db61a4efd30	duchenne muscular dystrophy
14401fcb-cc47-4553-8d26-95ad6f007695	e-commerce
7fc03ed1-b5f8-4d5d-bdcc-fe49b56b378d	economic impact of epidemics
5b6b8b81-e659-42c1-8dd5-a0ac1d8e17a1	productivity
950b88c1-e09c-4b5d-92e0-d84433dd6025	sea vessels
d9a69a4e-b313-47ea-9cfc-16957a7da9be	drive by wire
786ff653-724c-4af7-9439-b14dd781f950	autonomous vehicles
7e051231-1daa-4eb0-b042-8d49a81f8b7e	aeronautical engineering
2643fcd4-b9dd-4fc3-9afc-d96632d62fb9	satellite technology
0085a6d1-0b32-479f-a560-0cbf6cffee9b	astronautical engineering
02695258-7117-47a3-8b32-bbf861dae234	aircraft
b7749be3-3af5-4003-bc5a-30741b5c3527	spacecraft
d8d813db-664d-41a3-8bef-2252b1a9822c	rotorcraft
45cdcd87-2aea-4a65-b7bb-22b7206e7e44	viral genomes
f6cd74a1-6db8-4bd9-b70a-7add5f2df787	eukaryotic genomes
4b891a94-f4da-4d15-902f-6e2ca9569c41	prokaryotic genomes
d1fe9030-a346-44b2-a4c0-3e6c502032b2	epigenomes
58ec2250-a276-4b26-9674-84df0df606d4	virus mutation
d47a4158-66d1-4045-9f1f-d2b31a16aff3	transcriptomes
1dc067cd-e750-44f5-9a8a-67ed4b788457	coastal ecosystems
5d9297ad-d8cd-437c-9411-1b9c291bca9e	freshwater ecosystems
44d3f45e-99c6-4654-b9ea-3ac2c00b86c2	viromes
706e0d96-e5ce-4166-bcb8-d5ca77f22470	ethnomycology
8e50b858-218b-4bee-afd8-cf24ff4ca366	mycobiomes
3b916916-c808-4417-ad5c-95d5b65f6705	ethnolichenology
2f5da334-9d6c-41d1-83f8-18938ee49733	bacteriomes
a93183bf-2621-41ff-9af8-82e355a7e11c	primatology
e603973e-202a-49ac-a509-e236e7ead922	cetology
575e7468-462c-494d-b870-1f1a670c862e	apidology
d1de68cf-37fc-491f-a975-81b33d88c2b9	lipids
516375dc-b795-4a7f-982f-bbbf8b46c93f	proteins
3ef34e0f-0576-4510-927c-f345727888f8	nucleic acids
5e92102f-26c6-459a-a578-22b2b8979fb2	carbohydrates
28f03023-a14f-4bab-8f1a-7d1f93bf208d	biological interactions
7f86cf31-2001-4f17-8941-3318bb68bc21	marine energy
d0163112-fbeb-4703-ace0-d149776bb77f	photovoltaic
2576d01f-d758-4d39-b767-66335ade4e0b	solar thermal
1c5d248d-15f9-4e68-8a4b-30278475103a	concentrated solar power
6d8bb2ee-2867-4fef-82f5-6a1ab5b8715d	drones
7a4cfc91-225d-4267-99ae-53df3841536d	silicene
db293df2-83b1-46fe-b4f1-c5ffb03191e9	graphene
28d7156b-f2c0-4e72-b6a2-72480832ada4	tidal energy
818e3157-3df3-448d-80af-c7822c9a58f6	wave power
837b7606-3ce0-492b-95e5-926e4881ae40	animal feed
96b1f2b4-f48e-4810-91fb-851a1e767ea7	prime numbers
2abd89cb-a0cb-4c22-b593-dc183fbfccf1	L-functions
7a837013-4653-4354-83e8-c2ede00f83d5	logarithmic functions
333a993a-58a5-407c-8926-e9c26418b6a7	computational topology
3ebb12b8-e06f-4d47-9ca6-1ac7acf2ecdf	knot theory
61dd01fe-a8b3-4a44-b26a-a848f7efdad8	symplectic topology
b616486e-44f8-4ef4-ad26-57c068f5c5c8	algebraic topology
b25243d7-b179-49b6-a033-d1199f677a90	functional analysis
fad48e49-fad0-43df-8328-87dd8d61618c	differential equations
45ebd79f-52a5-4dd9-bd75-da51a7f904d2	fourier analysis
14443ed3-6210-4ab1-bf33-af9ae80aa4ee	complex analysis
e70766ba-ef8c-4a4c-b67b-ed761bf314a2	functional equations
59436ba9-3ba9-4176-9bbd-909db66c227d	linear algebra
78983308-fa10-44fd-a6c7-c58efb27c3dd	commutative algebra
76841f1d-cc14-4032-a4cc-c634fb543541	algebraic geometry
ea52495a-6353-47ee-ba16-796f9567471c	mathematical logic
4c262914-2d10-491c-a687-11291b292dd9	combinatorics
ee33cdd7-c3d0-4c34-834b-2567d09a56cc	graph theory
87ade355-510a-46da-b08d-461fca2ae7d2	bayesian statistics
592bef65-e071-4ff7-97cc-f5fb2e404df0	conformal field theory
b509b0f6-6fa5-4190-8d33-9e70deb84eaf	cardiac arrhythmia
549a600d-44f8-4282-bd15-c3d119a5b951	arteriosclerosis
04bae929-c29b-4abe-a923-85bf61235dcd	diabetic nephropathy
bc15cbfd-4805-4dbb-b8c5-3ec3acfbe64b	cerebrovascular diseases
276b8c99-a318-48df-aa31-1f9f3e0ba910	melanoma
76fb6b9f-1dc7-4da2-a8b6-bfb0e345e4c2	basal cells
47e9b92e-bdb2-44f2-b0a1-d8086380a3b6	squamous cell carcinoma
2d483a4d-d0b7-4c90-b174-fb06663d8e7e	enzymes
4a603b88-120c-4883-baa7-bd214a0038e1	proteomics
8dd0458f-4867-4138-92b1-9e5fb2c36249	protein folding
1f2f2335-7066-4862-b84f-06af69ad689a	satellite navigation system
25520bdc-f0ad-46d2-8ff9-f21bb50d2ce6	global navigation satellite system
c582fc6b-76d9-455b-b457-34e226d48f04	inertial navigation system
714756a2-c536-45e1-9157-6260f038f7d2	intelligent transport systems
1b9c930f-4eb9-41cb-b7c7-9ac1b8e3b31e	air traffic management
0fdc9c2b-f474-411f-be90-cd7a9bb7fce9	reverse osmosis
1fedc564-4926-4c79-9384-c1e675f7a138	electrodialysis
7a76dd1e-8d1b-425f-8603-69da0818c305	giant planets
236847fb-c866-457d-94ea-689ad103223c	exoplanetology
35157113-6422-4421-9c90-25b4b2834bce	operator algebra
a5553f24-f643-4dea-99b3-e1a6e8a869ff	partial differential equations
345f2706-c765-41b5-b347-ea98d3901472	national state of emergency
e650a829-2773-4e7d-98dc-1a1d0b415df1	human trafficking
7f1fbbec-e51d-4333-abf7-5fedce5a69b0	political violence
520b95a0-2583-4cb4-88ab-4f886fc2e0e2	sexual violence
4924e464-4d3b-43cf-83b5-a3582f8b9b0a	ice giants
a77e9ec8-7f65-4307-9030-80be41333538	gas giants
934ce75d-7b9c-43b2-ad73-8b46d1dcbdd3	super-Earths
104cfd93-5bc8-40a5-b878-bb46ad83f856	civil society organisations
48c3435f-a944-4338-a194-715b51b110cd	pandemic risks
85df19e8-0cc1-4210-9e6c-858b1d7734fc	device drivers
71ddd635-c338-462a-808e-9b53569e4c5e	operating systems
cae50c91-4b35-41f6-a011-f187d2691ae0	contemporary philosophy
1740da38-f2ca-4378-add0-0c6ab3cf3492	ancient philosophy
814febcf-c079-4a9a-a15d-6fa689bc46f7	modern philosophy
42401eb1-95bc-4ae0-b91f-453748889ac6	medieval philosophy
cc029e63-2b82-4ba5-9c26-c82d9ac56fa8	teleology
e9aef32c-36e1-4c49-8942-407ceb9cac15	muslim culture
334ce84b-1f29-469a-ad65-fd601b04c856	islamic schools
1c5521e0-e444-471c-8817-902f8e426b0b	muslim societies
6c1a6cca-3074-40f7-97df-aad123eb693e	history of islam
962806d2-e48f-424a-bc79-0e2496980d89	nongovernmental organizations
df8c6f43-32b3-44f4-a863-f0ac77994f7a	combined heat and power
db307f1d-3fce-48d1-9a9e-cb2cf5b8e106	vegetative propagation
4369c5f2-2619-43ca-9cac-bed980e1004e	continuous glucose monitors
0b631aca-6a6b-41ec-af74-3b4a53864a6c	post-colonial theories
7d9dcf33-50b7-44b8-97f1-175f63270ba5	global development studies
a8ab2866-23cd-4a94-ba12-696773f3db7a	globalization
